日期,類型,主題,連結,內容,講者
"Friday, May 24",Breakout,Extending Copilot for Sales with Microsoft Copilot Studio,https://build.microsoft.com/en-US/sessions/c92451c3-c5b8-468c-a5c2-e8dd6e761861?source=sessions,"Extending line of business copilots involves enhancing AI systems to interact with third party APIs to retrieve real-time information, incorporate business data, and take action on behalf of users. This extension is critical for businesses seeking to optimize their operations and innovate in their service offerings. Using plugins and Graph Connectors, organizations can connect their Microsoft 365 Copilot to internal and third-party applications to create a seamless and more efficient workflow.",Reza Assadi
"Friday, May 24",Breakout,Vision to value - SAS accelerates modernization at scale with Azure,https://build.microsoft.com/en-US/sessions/f95c3e86-74de-4a31-b29b-a03d99a08424?source=sessions,"Scandinavian Airlines (SAS) flies over 29 million travelers between 120 destinations around the world. While recovering from the effects of the COVID travel restrictions, SAS embarked on a modernization journey of some of the most critical operational applications and chose Azure app and database services as the foundation. Hear from SAS about how they accelerated their modernization and explore the latest modernization features in Azure App Service and Azure SQL.",Kunal Babre
"Friday, May 24",Breakout,Unleash Windows App Security & Reputation with Trusted Signing,https://build.microsoft.com/en-US/sessions/46328d70-917b-467a-9a60-efe991ad38ac?source=sessions,"App signing is the best means to obtain reputation for your app with SmartScreen, but signing is challenging. Learn how to use Trusted Signing to simplify signing for your apps using its integrations with dev tools and pipelines. Then we'll demonstrate how Trusted Signing can be combined with App Isolation, privacy controls and other security features to give your users improved app acquisition and runtime experience on Windows under Smart App Control while elevating your app’s security posture.",Katharine Holdsworth
"Friday, May 24",Breakout,Unleash the Potential of APIs with Azure API Management,https://build.microsoft.com/en-US/sessions/5546b613-fa08-4bf1-9524-ae7fcb8ca760?source=sessions,"Join us to unlock the full potential of Azure API Management as we tackle the challenges of API sprawl and scalability in deploying OpenAI endpoints. Discover actionable strategies for authentication, authorization, rate limiting, and load balancing of OpenAI endpoints. Explore how Azure API Center revolutionizes API governance and discoverability, driving innovation and efficiency in your organization's operations.",Pierce Boggan
"Friday, May 24",Breakout,Leverage Azure Testing Services to build high quality applications,https://build.microsoft.com/en-US/sessions/e7469ba6-cd08-4189-9557-2a7f18bb3d31?source=sessions,Join us to explore how Azure Testing Services integrate in CI/CD workflows to deliver high-quality applications. Learn how to speed up build pipelines and improve test coverage with Microsoft Playwright Testing’s cloud-based web app testing and reporting insights. Find out how to use Azure Load Testing to easily generate high-scale load and identify performance bottlenecks with actionable insights.,Vansh Singh
"Friday, May 24",Breakout,How Microsoft Approaches AI Red Teaming,https://build.microsoft.com/en-US/sessions/0106b5b1-d727-4240-bb2e-dea325cb8519?source=sessions,"AI Red Team (AIRT) serves as the independent red team for high-risk AI across Microsoft, identifying vulnerabilities in pre-ship products and driving research to scale insights across the company. This session will cover the processes, techniques, and tools that AIRT uses in red teaming, including PyRIT AIRT's open-source automation framework, and in AI security research.",Pete Bryan
"Friday, May 24",Breakout,Extending GitHub Copilot,https://build.microsoft.com/en-US/sessions/0121ee70-fd82-419f-a7ad-75bbb70cfd41?source=sessions,"GitHub Copilot is the worlds most popular AI developer tool, bringing new levels of productivity to teams and opening up to allow developers to build agents and skills to further extend the AI assistance. Are you looking to make it easier for developers to stay in the flow and use your service as part of their developer experience or get advice on using key parts of your own internal engineering systems? In this session we get a sneak peak into the internals of extending GitHub Copilot.",Jason Etcovitch
"Friday, May 24",Demo,Build scalable chat history and conversational memory into LLM apps,https://build.microsoft.com/en-US/sessions/b29ecf12-aee1-4352-acc6-88827e15ee59?source=sessions,"OpenAI is building highly-scalable chat history for ChatGPT using Azure Cosmos DB - and you can too! In this code-heavy demo, we'll show you how to implement highly scalable chat history and conversational memory using the popular Microsoft Semantic Kernel framework with the new DiskANN-based vector database in Azure Cosmos DB for NoSQL.","James Codella, PhD"
"Friday, May 24",Demo,Run your AI apps across Windows devices,https://build.microsoft.com/en-US/sessions/2c200946-3f9d-4e83-adc1-e7c8b754e0e9?source=sessions,DirectML now supports quantization! Come see how this enables developers to deploy models at scale across the Windows hardware that customers have available today.,Jacques van Rhyn
"Friday, May 24",Demo,Build a conversational AI app using enterprise data,https://build.microsoft.com/en-US/sessions/a2cd051f-5221-4397-a5c7-4cd6d7a1c1b9?source=sessions,"Revolutionize your next-gen enterprise-grade conversational apps with custom copilots for Microsoft Copilot, grounded with your enterprise data.",Julie Koesmarno
"Friday, May 24",Demo,Produce AI-assisted quality code with speed and confidence​,https://build.microsoft.com/en-US/sessions/1ac948c9-d060-48ee-a4fc-6488c0d29691?source=sessions,"It can’t be assumed that code generated by AI is of top-quality and fit for production ‘as is’. Whether written by humans or generated by AI, it is imperative that code be checked for quality and security. In this demo, we will dive into the world of AI-assisted coding, showing how to produce quality code quickly and confidently with GitHub Copilot and Sonar, as well as practical advice to nurture a Clean Code culture.",Tom Howlett
"Friday, May 24",Demo,Build AI faster with task-optimized language models in Azure AI,https://build.microsoft.com/en-US/sessions/e157dcc7-1abf-42d6-b4a2-fbeaed456038?source=sessions,"Are you looking for generative AI based solutions with pre-selected, pre-prompt-engineered models for your specific use-cases? Join us to learn how task-optimized LLMs can be faster, better, and cheaper alternatives to their general-purpose LLM counterparts for very specific tasks such as summarizing text and documents, while maintaining output accuracy.",Xiaoying Guo
"Friday, May 24",Demo,Create pixel perfect authentication experiences for native mobile apps,https://build.microsoft.com/en-US/sessions/a607b26c-ebf2-4cec-8184-c4c62b654b6a?source=sessions,The Authentication API and SDK in External ID allow developers to create pixel perfect UX for sign in and sign up experiences in their mobile applications. Join our product experts to explore the APIs and SDKs for Microsoft Entra External ID that give you the control and flexibility to create fully custom and secure login experiences on mobile devices.,James Casey
"Friday, May 24",Demo,"Imagine Cup: UpEase, using AI to transform higher education",https://build.microsoft.com/en-US/sessions/d43f3b7c-bf4a-4e73-b694-507c82a70599?source=sessions,"In this demo, you will discover the future of education management with UpEase. They will showcase their Copilot for  higher education using AI Studio and Semantic Kernel, incorporating user and developer-friendly interfaces and seamless integration with Microsoft 365. Explore how their community network is empowering students, academics and administrators to do more with their academic data.",
"Friday, May 24",Demo,Build Hybrid Apps with Blazor and .NET MAUI,https://build.microsoft.com/en-US/sessions/9b8cb79e-7e80-4d57-bc79-41da1a02571d?source=sessions,"Explore hybrid app development in this short and fast paced 12-minute demo, showcasing the integration of Blazor and .NET MAUI. Learn how to leverage the best of both worlds to create rich, interactive applications that run across multiple platforms from a single codebase. We'll guide you through the process of building a hybrid app, highlighting the advantages of combining Blazor's web development capabilities with .NET MAUI's cross-platform framework.",Beth Massi
