代號,日期,時長,Session type,Topic,Level,Delivery Type,Tag,Recording Availability,Programming Language,Download Video,Download Slides,Download Transcript,Resource_1,Resource_2,主題,內容,講者,標籤,下個主題1,下個主題2,下個主題3,下個主題4,下個主題5,下個主題6,下個主題7,下個主題8,下個主題9,相關1,相關2,相關3,相關4,相關5,相關6,相關7,影片,附註
DEM719,23,15 minutes,Demo,Cloud Platform,Advanced (300),In Seattle,Open Source,Not recorded,,,,,Resource,"Learn more about AKS announcemen...: https://aka.ms/aks-build24

Get started with Azure Kubernete...: https://learn.microsoft.com/en-us/azure/kubernetes-fleet/quickstart-create-fleet-and-members-portal",Intelligent Workload Scheduling with Azure Kubernetes Fleet Manager,"Azure Kubernetes Fleet Manager is a service that allows you to manage multiple Azure Kubernetes Service (AKS) clusters at scale. With Fleet Manager, you can group and organize your AKS clusters, propagate Kubernetes configurations across clusters, and orchestrate multi-cluster load balancing scenarios. This demo will show new capabilities that intelligently schedule your workloads across clusters based on your chosen criteria.","Shashank Barsin|Microsoft,Kaysie Yu|Microsoft",Session Ended|Demo|In Seattle only,More on this topic,More on this topic,More on this topic,,,,,,,Leverage AKS for your enterprise plat...,Building a connected vehicle and app ...,Introducing AKS Automatic: The easies...,Simplifying Kubernetes deployment wit...,Hyper-efficient serverless on AKS wit...,Cracking the code: AI workloads at sc...,,This session has ended,"Shashank Barsin
Senior Product Manager
Microsoft
Save to backpackKaysie Yu
Product Manager
Microsoft
Save to backpack"
DEM746,23,15 minutes,Demo,Developer Tools,Intermediate (200),In Seattle,NETMAUI,Not recorded,C#,,,,Resource,"Blazor Hybrid Docs: https://learn.microsoft.com/en-us/aspnet/core/blazor/hybrid/

Download Visual Studio 2022 17.1...: https://visualstudio.microsoft.com/downloads/

.NET Beginner Videos: https://aka.ms/dotnet/videos

Build a .NET MAUI Blazor Hybrid ...: https://learn.microsoft.com/en-us/aspnet/core/blazor/hybrid/tutorials/maui-blazor-web-app?view=aspnetcore-8.0",Build Hybrid Apps with Blazor and .NET MAUI,"Explore hybrid app development in this short and fast paced 12-minute demo, showcasing the integration of Blazor and .NET MAUI. Learn how to leverage the best of both worlds to create rich, interactive applications that run across multiple platforms from a single codebase. We'll guide you through the process of building a hybrid app, highlighting the advantages of combining Blazor's web development capabilities with .NET MAUI's cross-platform framework.",Beth Massi|Microsoft,Session Ended|Demo|In Seattle only,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,,,,,Modern Full-Stack Web Development wit...,"Enhancing .NET MAUI: Quality, Perform...",Create a custom GPT with Blazor and ....,.NET Aspire development on any OS wit...,May the forms be with you: a new hope...,.NET API development end-to-end,,This session has ended,"Beth Massi
Principal Product Manager, .NET MAUI
Microsoft
Save to backpack"
DEM761-R1,23,15 minutes,Demo,Security,Expert (400),In Seattle,,Not recorded,Python,,,,Resource,"GitHub Advanced Security Overvie...: https://github.com/features/security

GitHub Advanced Security Docs: https://docs.github.com/en/code-security/getting-started/github-security-features

GitHub Certifications: https://resources.github.com/learn/certifications/

Collection: Secure Developer Pla...: https://learn.microsoft.com/en-us/collections/qpq5hm0k2gje1k?wt.mc_id=build24_collection_azuremktg_developer",Fixing Secret Leaks at Scale with GitHub Advanced Security,"Secret leaks continue to be a thorn in the side of enterprises. Join us for a demonstration on our secret scanning capabilities within GitHub Advanced Security and Azure DevOps. We’ll highlight new detection and remediation capabilities, while sharing insights on ways to scale secret scanning throughout your developer workflows. This technical session will be especially beneficial to developers, DevSecOps managers, and security professionals.",,Session Ended|Demo|In Seattle only,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,,,,,Working across Azure DevOps and GitHub,Bake Security into your workflow with...,Securing Dockerized apps in the Micro...,"Better together, build and deploy to ...",Explore advanced developer tools and ...,Navigating the depths of API security...,,This session has ended,"Bryan Sullivan
Senior Director of Product
GitHub
Save to backpack"
DEM717,23,15 minutes,Demo,Cloud Platform,Intermediate (200),In Seattle,,Not recorded,,,,,Resource,,Every developer can make scientific breakthroughs with AI,"In this special demo session, we will share how you can make scientific breakthroughs with the power of AI and share examples from the cutting edge of Science. With a new generation of cloud HPC and AI tools, computational chemistry and materials science is scaling and accelerating R&D efforts that could address some of our world’s toughest challenges.",Alexis Mills|Microsoft,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Teradata AI Unlimited: Build the Futu...,Using AI with App Service to deploy d...,Quickly deploy NVIDIA optimized gener...,Spring Unlocks the Power of AI Platfo...,Master AI-enhanced search with Azure ...,Disrupt and Grow with Microsoft Azure AI,,This session has ended,"Alexis Mills
Machine learning engineer
Microsoft
Save to backpack"
BRK191,23,45 minutes,Breakout,Developer Tools,Advanced (300),Online,Visual Studio,Recorded,C#,Video,Slide,Transcript,Resource,"GitHub Copilot - Your AI pair pr...: https://github.com/features/copilot

What is GitHub Copilot?: https://www.youtube.com/watch?v=IqXNhakuwVc

GitHub Certifications: https://resources.github.com/learn/certifications/

Collection: Accelerate Developer...: https://learn.microsoft.com/en-us/collections/wrdxbjk4w7r50o",What’s new in GitHub Copilot and Visual Studio,"GitHub Copilot is your AI coding assistant, and when paired with Visual Studio, so much more! We'll take you through tips and tricks, special integrations, and other recent enhancements to make sure you're getting the most out of GitHub Copilot, including things that you can only do with Visual Studio.","Damian Brady|GitHub,Filisha Shah|Microsoft",On Demand|Breakout|In Seattle + Online,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,,"Better together, build and deploy to ...",Enhancing VS Code extensions with Git...,What's new with Microsoft Copilot Studio,Developer deep dive on building plugi...,Extending GitHub Copilot,Empowering Robust Engineering: Visual...,,,"Damian Brady
Staff Developer Advocate
GitHub



Save to backpackFilisha Shah
Senior Product Lead
Microsoft
Save to backpack"
DEM767,24,15 minutes,Demo,Security,Intermediate (200),In Seattle,Security,Not recorded,Go,,,,Resource,Overview of Microsoft Defender f...: https://learn.microsoft.com/azure/defender-for-cloud/defender-for-devops-introduction,Securing cloud native applications across the development lifecycle,"Discover how to secure cloud-native applications using Microsoft Defender for Cloud. This session covers securing code in Azure DevOps/GitHub, monitoring vulnerabilities across the development lifecycle with cloud context, and remediating security findings with Copilot for Security.","Karen Dahmen|Microsoft,Charles Oxyer|Microsoft",Session Ended|Demo|In Seattle only,More on this topic,More on this topic,,,,,,,,Remediating Cloud Risks with Microsof...,Realize new opportunities with Fortin...,Secure your AI application transforma...,Securing Dockerized apps in the Micro...,Adaptive cloud approach: Build and sc...,Explore advanced developer tools and ...,,This session has ended,"Karen Dahmen
Principal Group Product Manager
Microsoft
Save to backpackCharles Oxyer
Product Manager
Microsoft
Save to backpack"
DEM738,24,15 minutes,Demo,Data & Analytics,Advanced (300),In Seattle,Analytics,Not recorded,,,,,Resource,,Experience end-to-end analytics on real-time data,"Learn how to turn your high volume, highly granular data into insights that your organization can act on to gain a competitive advantage. In this session, we will demonstrate how ingestion, transformation, querying, visualizations, and actions are all possible for a wide range of user roles with code-rich and no/low-code experiences.",,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,,,,,,,,This session has ended,"Alicia Li
Product manager lead
Microsoft



Save to backpackWill Thompson
Data Activator Product Manager
Microsoft
Save to backpack"
DEM726,24,15 minutes,Demo,Copilot,Foundational (100),In Seattle,Microsoft 365,Not recorded,C#,,,,Resource,,What's new for Copilot in Visual Studio 17.10,"This session aims to show off the new features of GitHub Copilot in Visual Studio, in 17.10 customers will get Copilot in the box, with added features and functionality like Content Exclusion, in both Chat and Inline Chat.",Rhea Patel|Microsoft,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Build your own copilot with Microsoft...,Integrating your bots and Copilot exp...,Shaping next-gen development: the fut...,What’s new in GitHub Copilot and Visu...,What's new with Microsoft Copilot Studio,Build Microsoft Copilot extensions wi...,,This session has ended,"Rhea Patel
Product Manager for GitHub Copilot on Visual Studio
Microsoft
Save to backpack"
DEMFP850,24,15 minutes,Demo,Security,Advanced (300),In Seattle,Multicloud,Not recorded,Go,,,,,,Utilize automation to update insecure code and protect workloads,"Learn how the Fortinet Azure Team automated and integrated Fortinet FortiSOAR and Github. Utilizing the Github APIs, FortiSOAR automates the updating of insecure application code. View Cloud Security automation in action, using the azurerm and azuread Terraform providers along with the FortiGateCNF REST APIs, FortiGateCNF for Azure can be automated from account creation to workload protection, providing Fortinet Firewall as a Service on demand.",John McDonough|Fortinet,Session Ended|Demo|In Seattle only,,,,,,,,,,Accelerate Microsoft Azure deployment...,Realize new opportunities with Fortin...,Secure your AI application transforma...,"Better together, build and deploy to ...",Explore advanced developer tools and ...,Bake Security into your workflow with...,,This session has ended,"John McDonough
Sr. Cloud DevOps Engineer
Fortinet
Save to backpack"
DEM716,23,15 minutes,Demo,Cloud Platform,Advanced (300),In Seattle,Kubernetes,Not recorded,,,,,Resource,,Modernize Oracle databases and applications with Oracle Database@Azure,"Unlock the power of Oracle applications by bringing them closer to Azure. Learn from our experts as they provide a demo on migrating Oracle workloads to a modern, self-managed database and applications environment with Oracle Database@Azure and Autonomous Database to simplify application and analytics development. Join us to empower your Oracle workloads with robust Azure services like AI to innovate and modernize your applications.",,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,,,,,,,,This session has ended,"Ram Kakani
Principal Product Manager
Microsoft corporation
Save to backpackKalyan Kaki
Group Product Manager
Microsoft
Save to backpack"
